significance,loghbayesiancirc,standard,circenergy,circinc,circnullenergy,circnullinc,powerlaw,energyitf1,energyitf2,skypositiontheta,skypositionphi,jobNumber,nPixels,peakTime,peakFrequency,minTime,minFreq,deltaTime,deltaFreq,injIdx,triggerIdx,uniqIdx,filename,injscale
1069.4256,1069.4256,2786.8124,2626.2578,1655.6400,160.5546,1131.1724,982.5457,773.9634,2012.8489,1.2963,0.8570,0,117,1165174174.3976,97.2842,1165174170.3125,42.0000,5.3750,172.0000,838,63,312,1,11
1287.2447,1287.2447,3327.2475,3150.8492,1825.3629,176.3983,1501.8846,1295.0503,1246.5179,2080.7296,1.2963,0.8570,0,137,1165174173.9666,128.6643,1165174169.1875,66.0000,6.7500,188.0000,840,61,313,1,11
1049.4764,1049.4764,2674.6802,2546.8483,1393.0451,127.8319,1281.6351,1037.7536,1200.2467,1474.4335,1.3907,0.6763,0,104,1165174179.9687,114.9287,1165174176.5625,58.0000,4.7500,164.0000,845,63,314,1,11
6175.2068,6175.2068,14030.7267,13517.9659,7266.8040,512.7609,6763.9228,4265.6558,5802.4408,8228.2860,1.3426,0.7656,0,229,1165174187.9226,149.9796,1165174183.8125,102.0000,9.6250,148.0000,862,63,315,1,11
354.7635,354.7635,1106.1245,991.5419,589.5774,114.5827,516.5471,456.8230,402.2732,703.8514,1.2963,0.8570,0,69,1165174187.4220,168.6516,1165174186.0312,92.0000,2.1875,216.0000,863,66,316,1,11
29.6231,29.6231,105.8155,95.5364,74.8100,10.2792,31.0055,28.1169,16.7482,89.0673,1.2107,1.0471,0,10,1165174175.0675,33.4961,1165174171.5000,31.7500,7.0000,3.5000,883,63,317,1,11
31.5258,31.5258,92.1488,87.0423,49.6143,5.1065,42.5345,27.5620,28.8264,63.3224,1.2521,0.9507,0,6,1165174186.5544,158.4838,1165174184.5000,157.2500,4.0000,2.5000,889,65,318,1,11
2130.6104,2130.6104,5364.2764,4971.0972,2934.6621,393.1792,2429.6143,1935.9305,1656.4529,3707.8235,1.2963,0.8570,0,157,1165174208.6773,150.4544,1165174204.3750,107.0000,9.7500,140.0000,902,68,319,1,11
666.1528,666.1528,1893.0614,1714.5860,1074.3063,178.4753,818.7550,690.5511,653.1752,1239.8862,1.2521,0.9507,0,96,1165174214.7313,102.7217,1165174208.1250,61.0000,9.7500,100.0000,915,72,320,1,11
516.9064,516.9064,1473.8576,1386.8557,931.6883,87.0018,542.1693,508.4904,382.6187,1091.2389,1.1724,1.1464,0,92,1165174215.8906,77.4254,1165174208.8750,37.0000,9.5000,98.0000,916,71,321,1,11
3724.6370,3724.6370,8926.4138,8338.5012,4882.6747,587.9126,4043.7391,3104.4429,3135.0750,5791.3388,1.2521,0.9507,0,184,1165174221.4635,151.2265,1165174217.3750,107.0000,9.7500,142.0000,920,69,322,1,11
30.2883,30.2883,94.0672,84.3688,47.5837,9.6984,46.4835,44.3875,44.7734,49.2938,1.3426,0.7656,0,6,1165174223.9165,167.1585,1165174223.8984,112.0000,0.0469,96.0000,927,70,323,1,11
27.2973,27.2973,98.2166,87.2552,60.6953,10.9613,37.5213,39.3528,29.9324,68.2842,1.2107,1.0471,0,9,1165174216.5296,37.0397,1165174214.2500,34.5000,4.0000,4.0000,949,71,324,1,11
80.5632,80.5632,250.6307,230.7991,160.3593,19.8316,90.2714,96.5001,65.5616,185.0691,1.3426,0.7656,0,20,1165174221.2329,46.0780,1165174217.7500,42.5000,7.5000,8.0000,959,73,325,1,11
46.2874,46.2874,158.0933,142.5136,97.8663,15.5797,60.2269,54.8154,44.6820,113.4112,1.2963,0.8570,0,15,1165174223.9874,51.2322,1165174221.7500,47.5000,5.0000,8.0000,960,74,326,1,11
89.8758,89.8758,266.5640,248.7148,181.6274,17.8492,84.9366,51.0304,60.8516,205.7125,1.2963,0.8570,0,17,1165174229.3857,39.4383,1165174225.5000,36.7500,7.0000,5.5000,972,73,327,1,11
3533.9457,3533.9457,8380.0916,7902.0362,4414.5267,478.0554,3965.5649,3105.8768,3498.5658,4881.5258,1.2521,0.9507,0,172,1165174247.6907,152.1027,1165174243.6250,107.0000,9.7500,144.0000,973,77,328,1,11
7342.2981,7342.2981,16177.0826,15842.7896,8568.6568,334.2930,7608.4258,5202.7845,6233.1123,9943.9703,1.2963,0.8570,0,210,1165174248.2034,150.5252,1165174244.1250,103.0000,9.7500,148.0000,974,78,329,1,11
470.6907,470.6907,1403.0532,1250.2220,741.3776,152.8312,661.6756,563.7987,569.4282,833.6250,1.2963,0.8570,0,75,1165174248.0990,133.6878,1165174245.8125,78.0000,3.5000,144.0000,976,76,330,1,11
53.2944,53.2944,170.9105,155.9702,105.6812,14.9403,65.2293,49.5786,47.1659,123.7445,1.3426,0.7656,0,13,1165174234.5215,31.5780,1165174230.5000,29.2500,8.0000,4.5000,987,71,331,1,11
971.9125,971.9125,2748.0796,2486.3885,1499.3131,261.6911,1248.7665,1032.2688,1006.8727,1741.2069,1.2963,0.8570,0,132,1165174259.8337,126.4349,1165174256.0625,66.0000,5.6250,192.0000,1005,84,332,1,11
26.5689,26.5689,82.6073,78.8616,41.1720,3.7457,41.4353,39.5516,42.5848,40.0225,1.3426,0.7656,0,7,1165174262.1073,259.9287,1165174262.0781,232.0000,0.0625,64.0000,1007,83,333,1,11
25.4912,25.4912,85.3896,74.0115,49.7267,11.3781,35.6629,30.5205,18.7603,66.6293,1.2963,0.8570,0,6,1165174264.8539,116.1735,1165174264.8398,32.0000,0.0234,192.0000,1013,83,334,1,11
21.2058,21.2058,58.0323,55.3239,30.4622,2.7084,27.5701,18.9928,25.8752,32.1571,1.3907,0.6763,0,3,1165174227.7297,32.1541,1165174226.5000,31.7500,2.0000,1.0000,1021,73,335,1,11
4156.7378,4156.7378,9965.3398,9216.4630,5244.5758,748.8768,4720.7640,3607.6889,4042.1161,5923.2237,1.2963,0.8570,0,183,1165174268.9522,151.7696,1165174264.8750,107.0000,9.7500,142.0000,1025,83,336,1,11
64.0569,64.0569,202.8288,183.2349,102.6089,19.5939,100.2199,67.3632,80.9665,121.8623,1.3426,0.7656,0,14,1165174213.2715,157.5883,1165174208.5000,155.2500,10.0000,4.5000,1027,68,337,1,11
3937.8420,3937.8420,9130.2806,8793.0964,4833.7164,337.1842,4296.5642,3233.8818,3535.1355,5595.1450,1.2963,0.8570,0,189,1165174283.8777,151.8277,1165174279.8750,107.0000,9.7500,140.0000,1049,32,338,1,11
276.4861,276.4861,794.9966,744.1162,411.7522,50.8804,383.2445,137.4164,348.9772,446.0195,1.2963,0.8570,0,46,1165174347.8411,128.5650,1165174332.5000,125.2500,30.0000,6.0000,1061,47,339,1,11
36.3527,36.3527,105.5714,100.8411,82.3497,4.7303,23.2217,22.0125,14.1410,91.4305,1.2521,0.9507,0,7,1165174267.5113,41.0814,1165174265.5000,39.7500,4.0000,2.5000,1068,31,340,1,11
65.8157,65.8157,220.9941,195.2992,134.5139,25.6949,86.4802,60.5405,70.0381,150.9560,1.3426,0.7656,0,17,1165174270.8963,38.4723,1165174266.5000,35.7500,10.0000,6.5000,1069,29,341,1,11
2760.4208,2760.4208,6646.9901,6295.1352,3560.7766,351.8549,3086.2135,2438.8066,2438.2353,4208.7549,1.2963,0.8570,0,166,1165174295.6571,151.5155,1165174291.6250,107.0000,9.7500,140.0000,1071,37,342,1,11
154.3590,154.3590,529.0354,462.2752,279.2591,66.7602,249.7762,175.5580,225.1881,303.8472,1.2107,1.0471,0,39,1165174263.1261,155.7664,1165174249.5000,150.2500,28.0000,11.5000,1101,20,343,1,11
102.0415,102.0415,284.0503,272.2451,191.5437,11.8052,92.5066,64.1746,52.5642,231.4860,1.2963,0.8570,0,17,1165174281.8892,33.2350,1165174275.5000,30.7500,12.0000,5.0000,1102,32,344,1,11
30.8909,30.8909,102.9089,95.4371,64.8542,7.4718,38.0547,34.2884,22.1586,80.7503,1.2521,0.9507,0,9,1165174317.3015,101.5341,1165174317.2656,56.0000,0.0625,96.0000,1105,43,345,1,11
28.5302,28.5302,96.2871,83.8052,54.8268,12.4819,41.4603,34.7248,36.2852,60.0019,1.2521,0.9507,0,7,1165174313.3933,33.2908,1165174312.2500,30.5000,2.0000,5.0000,1108,43,346,1,11
1053.0221,1053.0221,2898.3266,2692.9319,1578.5366,205.3946,1319.7900,1089.5399,1113.9270,1784.3996,1.2963,0.8570,0,143,1165174320.6137,114.8081,1165174312.1250,57.0000,11.5000,152.0000,1120,43,347,1,11
4348.9488,4348.9488,10123.1748,9602.7680,5555.9874,520.4068,4567.1874,3537.4048,3386.9284,6736.2464,1.2521,0.9507,0,180,1165174325.0635,152.6778,1165174321.1250,105.0000,9.7500,140.0000,1123,47,348,1,11
102.8654,102.8654,319.3294,294.0565,162.8181,25.2729,156.5114,87.9725,135.9783,183.3512,1.3907,0.6763,0,22,1165174341.4090,136.3843,1165174332.5000,134.7500,16.0000,3.5000,1125,45,349,1,11
37.2184,37.2184,123.6050,109.1755,61.8002,14.4295,61.8048,55.9886,61.9175,61.6875,1.2521,0.9507,0,9,1165174326.2311,224.5652,1165174326.1719,168.0000,0.1250,112.0000,1127,46,350,1,11
3251.9642,3251.9642,7785.7158,7327.1231,4116.4136,458.5927,3669.3022,2836.4981,3029.2001,4756.5157,1.2963,0.8570,0,173,1165174327.2333,152.2455,1165174323.1250,107.0000,9.7500,140.0000,1130,47,351,1,11
24.2515,24.2515,80.4985,71.6008,53.7024,8.8977,26.7961,23.1725,14.4171,66.0814,1.2963,0.8570,0,6,1165174327.6175,63.9902,1165174327.6016,16.0000,0.0312,96.0000,1131,46,352,1,11
62.6001,62.6001,204.0576,182.3105,133.7696,21.7471,70.2880,55.3170,53.3810,150.6765,1.2963,0.8570,0,15,1165174304.4084,38.8707,1165174299.5000,36.7500,11.0000,5.0000,1154,41,353,1,11
3221.4394,3221.4394,7597.1862,7265.6742,4147.9134,331.5120,3449.2728,2728.5330,2665.8211,4931.3651,1.2521,0.9507,0,173,1165174345.7668,151.4321,1165174341.6250,107.0000,9.7500,142.0000,1177,50,354,1,11
36.1448,36.1448,117.0802,107.5906,68.6353,9.4896,48.4449,36.3098,36.8618,80.2184,1.3907,0.6763,0,9,1165174329.9609,33.4845,1165174327.5000,32.2500,5.0000,2.5000,1178,48,355,1,11
653.4545,653.4545,1850.9079,1730.8759,973.9938,120.0321,876.9142,739.3394,750.1295,1100.7785,1.3426,0.7656,0,104,1165174350.0597,126.7662,1165174345.9375,62.0000,6.1250,200.0000,1189,51,356,1,11
21.2058,21.2058,53.5292,50.7192,26.6767,2.8100,26.8525,22.3646,26.9901,26.5391,1.2521,0.9833,0,2,1165173704.0410,128.0000,1165173704.0371,64.0000,0.0078,128.0000,14,4,357,1,12
23042.7674,23042.7674,48484.4962,47953.4919,27640.7835,531.0043,20843.7127,651.0707,16103.4487,32381.0475,1.2521,0.9833,0,294,1165173722.7798,130.9456,1165173699.5000,113.7500,51.0000,38.5000,20,3,358,1,12
38.0765,38.0765,112.6671,106.1692,68.1113,6.4978,44.5558,40.5536,33.6768,78.9902,1.2521,0.9833,0,8,1165173708.1916,80.5927,1165173707.7500,78.5000,1.0000,4.0000,23,4,359,1,12
2102.7560,2102.7560,4815.0474,4665.7959,2767.4822,149.2514,2047.5652,476.2004,1468.1312,3346.9162,1.2521,0.9833,0,93,1165173713.2355,147.1687,1165173699.5000,138.7500,30.0000,17.0000,25,3,360,1,12
7695.5810,7695.5810,17472.7392,16589.6593,9691.4354,883.0799,7781.3037,4414.0862,5875.8804,11596.8588,1.2963,0.8896,0,215,1165173712.1664,150.7569,1165173707.8750,107.0000,10.0000,146.0000,29,4,361,1,12
23.9576,23.9576,82.0244,74.0504,46.1267,7.9740,35.8976,33.7998,28.6836,53.3408,1.2963,0.8896,0,7,1165173714.0919,85.6199,1165173714.0547,48.0000,0.0781,96.0000,31,5,362,1,12
3823.5232,3823.5232,9088.8593,8545.7524,5145.7076,543.1069,3943.1516,2600.3770,2767.2122,6321.6471,1.2963,0.8896,0,185,1165173714.1464,150.3268,1165173709.8750,107.0000,9.7500,142.0000,32,4,363,1,12
2476.8058,2476.8058,5761.8947,5538.3611,3242.2800,223.5336,2519.6147,646.8927,1897.8339,3864.0608,1.2521,0.9833,0,121,1165173715.9253,149.3271,1165173699.5000,138.7500,36.0000,21.5000,33,3,364,1,12
5467.1268,5467.1268,12765.8110,12170.4315,7504.6215,595.3795,5261.1895,3724.5352,3844.0410,8921.7701,1.3426,0.7983,0,225,1165173717.7922,99.5617,1165173710.9375,30.0000,8.2500,244.0000,45,5,365,1,12
3113.8800,3113.8800,7938.1207,7409.1079,4866.5248,529.0128,3071.5959,2371.6773,2211.9429,5726.1778,1.2107,1.0797,0,268,1165173714.8278,104.7295,1165173700.6250,41.0000,18.7500,208.0000,46,1,366,1,12
858.3203,858.3203,2253.6755,2101.6327,1288.4177,152.0428,965.2578,492.3585,689.9115,1563.7640,1.2521,0.9833,0,90,1165173720.0929,150.0380,1165173701.5000,138.7500,39.0000,23.5000,49,3,367,1,12
8497.4414,8497.4414,18603.3042,18242.7829,10689.5326,360.5213,7913.7716,4675.1646,5510.4010,13092.9033,1.2521,0.9833,0,214,1165173722.8638,151.6226,1165173718.8750,105.0000,9.7500,148.0000,52,4,368,1,12
9860.9115,9860.9115,21717.4906,21079.5192,11948.5620,637.9714,9768.9286,5320.7520,7554.9464,14162.5442,1.2963,0.8896,0,229,1165173731.3008,151.2793,1165173727.1250,107.0000,9.7500,144.0000,62,5,369,1,12
92.3823,92.3823,216.2270,212.1089,121.1985,4.1181,95.0285,84.6454,65.5692,150.6578,1.2963,0.8896,0,6,1165173732.3930,171.6517,1165173732.3887,64.0000,0.0117,384.0000,64,7,370,1,12
3362.4241,3362.4241,8015.7784,7712.5367,4855.7300,303.2417,3160.0484,2588.5234,2352.7564,5663.0220,1.2521,0.9833,0,196,1165173734.6809,107.3271,1165173729.5625,34.0000,6.3750,268.0000,67,5,371,1,12
21.0672,21.0672,73.1565,66.0174,43.5853,7.1391,29.5712,28.4535,17.1163,56.0402,1.2963,0.8896,0,7,1165173740.1172,127.8860,1165173739.9375,118.0000,0.3750,20.0000,77,7,372,1,12
44.6987,44.6987,163.6863,132.0223,91.8183,31.6640,71.8680,64.6433,42.7864,120.8999,1.2107,1.0797,0,11,1165173742.0144,390.6108,1165173741.9844,344.0000,0.0625,112.0000,78,7,373,1,12
43.7249,43.7249,126.0630,117.4899,63.5487,8.5731,62.5142,56.2868,52.6874,73.3756,1.3907,0.7089,0,7,1165173742.8577,311.4393,1165173742.8281,280.0000,0.0625,64.0000,81,8,374,1,12
9480.1218,9480.1218,21352.2935,20342.6463,11621.1879,1009.6472,9731.1056,5248.5171,7853.5311,13498.7624,1.2963,0.8896,0,241,1165173750.2704,151.6824,1165173746.1250,105.0000,9.7500,146.0000,100,7,375,1,12
24.9248,24.9248,87.3559,74.3389,44.6080,13.0170,42.7480,31.1102,42.0086,45.3473,1.3426,0.7983,0,7,1165173732.2926,25.5750,1165173731.2500,23.5000,2.5000,3.0000,107,8,376,1,12
33.0956,33.0956,96.1361,90.6455,50.9429,5.4906,45.1932,42.8378,42.4877,53.6484,1.3426,0.7983,0,6,1165173758.4129,85.8635,1165173758.3984,48.0000,0.0312,96.0000,114,12,377,1,12
44.7855,44.7855,138.8014,128.7081,75.9769,10.0933,62.8245,57.4731,53.0247,85.7767,1.2521,0.9833,0,10,1165173758.8662,110.3698,1165173758.7188,76.0000,0.2500,56.0000,117,12,378,1,12
31.4073,31.4073,83.4975,79.6983,47.5645,3.7992,35.9331,33.1716,26.3954,57.1022,1.2963,0.8896,0,4,1165173759.2945,114.8407,1165173759.2852,32.0000,0.0156,192.0000,118,12,379,1,12
36.6649,36.6649,133.8072,114.7931,68.5692,19.0141,65.2380,52.0351,65.0150,68.7922,1.2107,1.0797,0,11,1165173760.2375,109.1747,1165173760.1406,56.0000,0.1562,96.0000,123,12,380,1,12
21.2214,21.2214,60.9242,57.4736,32.5155,3.4506,28.4087,22.0153,24.6684,36.2558,1.3426,0.7983,0,4,1165173760.9113,65.8449,1165173760.2500,64.5000,1.0000,3.0000,124,12,381,1,12
35.0051,35.0051,131.9241,111.5568,71.4614,20.3673,60.4627,48.1706,49.8026,82.1215,1.2963,0.8896,0,12,1165173764.1956,128.3762,1165173764.1094,104.0000,0.1875,48.0000,128,12,382,1,12
26.9453,26.9453,84.5440,80.2365,52.9294,4.3076,31.6146,25.8418,22.2644,62.2797,1.3426,0.7983,0,7,1165173724.2350,34.1733,1165173721.5000,33.2500,5.0000,2.0000,129,8,383,1,12
54.2015,54.2015,128.9489,126.5783,66.9227,2.3705,62.0262,51.5586,55.5703,73.3785,1.3426,0.7983,0,4,1165173765.9044,136.9609,1165173765.6250,135.0000,0.5000,4.0000,130,13,384,1,12
74.4622,74.4622,226.6258,210.7837,163.2282,15.8421,63.3976,57.8617,40.9057,185.7202,1.2107,1.0797,0,16,1165173762.4913,31.8531,1165173759.5000,29.2500,6.0000,6.0000,143,13,385,1,12
25.7318,25.7318,77.7081,70.7102,38.2628,6.9979,39.4453,34.7829,39.5621,38.1461,1.2963,0.8896,0,5,1165173779.5875,83.7548,1165173779.5703,16.0000,0.0312,128.0000,154,15,386,1,12
9198.6465,9198.6465,20090.8505,19715.4552,10635.4962,375.3953,9455.3543,4963.4783,7979.8214,12111.0291,1.3426,0.7983,0,232,1165173784.7804,150.9164,1165173780.6250,105.0000,9.7500,148.0000,162,15,387,1,12
29.0448,29.0448,77.2637,74.4881,42.0984,2.7756,35.1653,31.6204,24.2598,53.0039,1.2963,0.8896,0,4,1165173792.2397,184.8770,1165173792.2363,64.0000,0.0078,256.0000,176,16,388,1,12
52.9353,52.9353,143.5701,135.8048,83.5076,7.7654,60.0625,59.7044,51.8552,91.7150,1.2521,0.9833,0,6,1165173794.1955,64.3402,1165173794.1797,16.0000,0.0312,96.0000,179,17,389,1,12
30.2988,30.2988,110.6010,93.7832,74.9112,16.8178,35.6899,17.9651,23.1324,87.4686,1.3426,0.7983,0,9,1165173748.1173,30.1935,1165173745.5000,29.2500,6.0000,2.0000,194,9,390,1,12
48.4506,48.4506,135.0595,130.5645,67.7981,4.4950,67.2613,60.2611,65.3864,69.6731,1.3426,0.7983,0,8,1165173807.1798,228.0015,1165173807.0625,218.0000,0.2500,20.0000,207,19,391,1,12
37.0096,37.0096,110.1775,103.3149,67.1707,6.8626,43.0069,30.1776,33.2170,76.9605,1.2521,0.9833,0,8,1165173765.4278,29.7051,1165173761.5000,28.7500,7.0000,2.0000,220,13,392,1,12
25.8746,25.8746,116.2601,91.6452,61.0959,24.6150,55.1642,46.1978,52.5917,63.6684,1.2521,0.9833,0,13,1165173817.9349,122.8201,1165173817.8281,72.0000,0.2188,96.0000,223,26,393,1,12
43.1134,43.1134,119.8811,116.9617,91.8619,2.9194,28.0193,18.6916,14.4684,105.4127,1.2521,0.9833,0,8,1165173778.3229,30.4928,1165173775.5000,29.7500,5.0000,1.5000,241,21,394,1,12
29.3529,29.3529,105.8055,83.6691,47.2578,22.1364,58.5476,44.1641,67.1730,38.6325,1.3426,0.7983,0,6,1165173828.3813,66.7605,1165173828.3672,16.0000,0.0312,96.0000,242,35,395,1,12
32.0013,32.0013,99.4745,95.7215,61.0699,3.7530,38.4046,31.4258,28.0737,71.4008,1.3907,0.7089,0,8,1165173783.2610,33.8755,1165173779.5000,32.7500,8.0000,2.5000,243,19,396,1,12
32.6120,32.6120,106.7454,101.7493,84.1830,4.9961,22.5624,10.6515,9.4407,97.3046,1.2521,0.9833,0,10,1165173777.4657,30.4416,1165173773.5000,29.7500,8.0000,1.5000,266,24,397,1,12
52.8904,52.8904,173.0826,163.0608,119.6616,10.0218,53.4210,35.0266,30.0744,143.0082,1.3426,0.7983,0,15,1165173803.2559,33.2531,1165173797.5000,31.2500,11.0000,4.0000,272,24,398,1,12
20.6606,20.6606,61.2033,57.0434,30.8941,4.1599,30.3091,28.5025,30.0653,31.1380,1.3426,0.7983,0,4,1165173845.5976,82.8768,1165173845.5312,76.0000,0.1250,16.0000,279,47,399,1,12
36.6160,36.6160,95.8006,94.3098,50.3922,1.4908,45.4084,39.8109,39.7965,56.0041,1.2521,0.9833,0,5,1165173846.4572,201.6628,1165173846.4062,188.0000,0.1250,24.0000,282,48,400,1,12
92.8486,92.8486,257.0817,244.7472,127.0732,12.3345,130.0085,116.5432,137.3696,119.7121,1.2963,0.8896,0,14,1165173849.1524,224.6631,1165173849.0938,196.0000,0.1250,56.0000,286,48,401,1,12
27.2850,27.2850,78.6125,75.5688,41.5084,3.0437,37.1041,34.6020,28.7592,49.8533,1.1724,1.1790,0,5,1165173855.0375,260.9666,1165173855.0234,208.0000,0.0312,96.0000,296,48,402,1,12
123.3463,123.3463,356.3682,334.6424,228.0310,21.7259,128.3372,78.4808,82.0566,274.3117,1.4403,0.6211,0,21,1165173831.1674,39.1514,1165173825.5000,35.7500,11.0000,6.5000,297,33,403,1,12
1646.4214,1646.4214,4171.5025,4009.2063,2385.8371,162.2962,1785.6653,1465.2553,1373.7859,2797.7165,1.2521,0.9833,0,171,1165173854.7896,131.3992,1165173848.4375,62.0000,9.0000,216.0000,302,47,404,1,12
28.6213,28.6213,77.5539,73.8130,44.7834,3.7410,32.7706,28.9975,21.4565,56.0975,1.2521,0.9833,0,4,1165173859.2666,140.2639,1165173859.2188,132.0000,0.1250,16.0000,303,48,405,1,12
41.9552,41.9552,101.4845,97.8447,61.6583,3.6398,39.8261,38.9834,26.8093,74.6752,1.3426,0.7983,0,3,1165173859.9341,70.6579,1165173859.9258,32.0000,0.0156,128.0000,306,48,406,1,12
25.6154,25.6154,74.4012,71.8585,40.7729,2.5426,33.6283,30.7297,24.8941,49.5071,1.3907,0.7089,0,5,1165173860.6203,118.2294,1165173860.5469,104.0000,0.1250,32.0000,307,48,407,1,12
26.5307,26.5307,97.5863,83.2387,55.8476,14.3476,41.7388,23.5567,36.9006,60.6858,1.3907,0.7089,0,8,1165173797.8207,30.4855,1165173794.5000,29.7500,6.0000,1.5000,308,24,408,1,12
35.7028,35.7028,100.8619,95.6558,63.4414,5.2060,37.4204,36.8801,21.9416,78.9203,1.2521,0.9833,0,6,1165173865.9327,101.2536,1165173865.8906,72.0000,0.0938,64.0000,314,49,409,1,12
43.0231,43.0231,126.5038,118.7843,63.9193,7.7196,62.5845,59.9388,59.8572,66.6466,1.3426,0.7983,0,8,1165173869.4502,287.3999,1165173869.4414,160.0000,0.0156,256.0000,320,48,410,1,12
54.5897,54.5897,139.0620,135.0417,76.7435,4.0203,62.3185,53.5332,45.1790,93.8830,1.2963,0.8896,0,6,1165173872.6023,156.1687,1165173872.5859,112.0000,0.0312,96.0000,323,48,411,1,12
107.5647,107.5647,316.7478,297.6527,194.7457,19.0952,122.0021,95.0369,97.7325,219.0153,1.3426,0.7983,0,21,1165173837.5210,32.4621,1165173828.5000,29.7500,17.0000,5.5000,332,33,412,1,12
39.9592,39.9592,125.9890,112.0207,61.3270,13.9682,64.6619,52.2257,74.8107,51.1782,1.2963,0.8896,0,8,1165173879.3115,244.6580,1165173879.1875,234.0000,0.2500,20.0000,337,49,413,1,12
21.3344,21.3344,77.1904,68.0944,52.5195,9.0960,24.6709,21.4350,7.6728,69.5177,1.2521,0.9833,0,7,1165173880.5894,104.8605,1165173880.5547,48.0000,0.0625,128.0000,338,49,414,1,12
5615.8611,5615.8611,12691.4284,12293.6029,7184.7377,397.8255,5506.6907,3763.7860,4396.0704,8295.3580,1.3907,0.7089,0,198,1165173885.0873,86.6667,1165173878.1875,26.0000,8.1250,188.0000,345,50,415,1,12
48.3053,48.3053,144.1742,136.8246,78.8798,7.3497,65.2945,56.4036,50.1884,93.9859,1.2963,0.8896,0,10,1165173890.8416,150.5915,1165173890.7812,132.0000,0.1250,40.0000,355,49,416,1,12
8520.3088,8520.3088,19509.8966,18528.7168,10896.4648,981.1798,8613.4318,4940.6146,6363.1349,13146.7617,1.2963,0.8896,0,279,1165173890.5979,151.6790,1165173886.2500,107.5000,10.5000,141.0000,356,51,417,1,12
43.9091,43.9091,140.0350,123.3988,70.5732,16.6362,69.4618,56.7885,67.9912,72.0439,1.2521,0.9833,0,9,1165173892.6496,109.1084,1165173892.6094,72.0000,0.1250,80.0000,362,49,418,1,12
843.8947,843.8947,2373.9433,2169.1874,1387.2654,204.7558,986.6779,802.2213,708.5250,1665.4183,1.2963,0.8896,0,119,1165173892.5678,105.1829,1165173884.8750,59.0000,11.0000,116.0000,369,52,419,1,12
1389.8981,1389.8981,3833.2659,3537.5947,2219.8721,295.6712,1613.3937,1204.6589,1206.9919,2626.2740,1.3426,0.7983,0,188,1165173891.8712,102.4970,1165173877.3750,43.0000,19.2500,164.0000,371,52,420,1,12
1854.2935,1854.2935,4901.5686,4584.7681,2618.6244,316.8005,2282.9442,1652.0021,1988.5328,2913.0359,1.4403,0.6211,0,207,1165173892.9678,107.3734,1165173880.1250,45.0000,17.0000,180.0000,374,50,421,1,12
26.5024,26.5024,81.9791,75.9561,52.0387,6.0231,29.9405,29.4317,15.5689,66.4102,1.2963,0.8896,0,6,1165173901.3418,98.5562,1165173901.2812,84.0000,0.1250,32.0000,380,51,422,1,12
25.9671,25.9671,78.1247,71.0437,39.0657,7.0810,39.0589,32.0651,39.0663,39.0583,1.2107,1.0797,0,5,1165173901.5092,140.5624,1165173901.4062,132.0000,0.1875,24.0000,381,51,423,1,12
293.1124,293.1124,683.0237,650.8465,380.7431,32.1772,302.2805,106.5889,208.7843,474.2393,1.2521,0.9670,0,13,1165173924.4736,139.7602,1165173923.2500,137.5000,3.0000,5.0000,387,57,424,1,12
450.4716,450.4716,1048.3857,1014.7836,546.2043,33.6021,502.1814,371.7658,421.5494,626.8363,1.3426,0.7820,0,24,1165173923.2921,111.0899,1165173923.0312,92.0000,0.5625,40.0000,408,57,425,1,12
6287.4036,6287.4036,13631.3519,13307.6977,7296.1577,323.6543,6335.1942,5066.3590,5028.9696,8602.3823,1.3426,0.7820,0,118,1165173923.8473,125.4010,1165173923.0312,44.0000,1.1875,256.0000,415,57,426,1,12
2122.5309,2122.5309,4968.1703,4667.7063,2569.6516,300.4640,2398.5187,1779.2717,2078.0329,2890.1373,1.2963,0.8896,0,84,1165173922.4701,210.2499,1165173921.9844,136.0000,0.9688,144.0000,421,56,427,1,12
34.3234,34.3234,107.6538,98.9232,77.9106,8.7306,29.7433,32.6895,17.4951,90.1587,1.2521,0.9833,0,8,1165173921.3706,32.1487,1165173920.2500,29.5000,2.0000,5.0000,422,54,428,1,12
60.3269,60.3269,178.2887,159.6991,97.6503,18.5896,80.6383,31.0488,58.4023,119.8864,1.3907,0.7089,0,9,1165173866.0336,161.2307,1165173863.5000,160.2500,5.0000,2.0000,427,49,429,1,12
25.9728,25.9728,81.1325,71.8967,41.7119,9.2358,39.4206,34.3505,36.3671,44.7654,1.3426,0.7820,0,5,1165173934.4999,95.6316,1165173934.4062,84.0000,0.2500,24.0000,430,60,430,1,12
29.6335,29.6335,79.9836,75.8126,41.7844,4.1710,38.1992,37.3373,31.2744,48.7092,1.2521,0.9670,0,4,1165173946.7483,322.5330,1165173946.7441,192.0000,0.0078,256.0000,453,64,431,1,12
7236.8228,7236.8228,16127.1029,15669.6687,8381.3583,457.4342,7745.7446,5430.4496,6518.8261,9608.2768,1.2963,0.8733,0,224,1165173948.2619,149.2805,1165173944.1250,107.0000,9.7500,144.0000,458,62,432,1,12
107.0042,107.0042,326.9299,294.9226,217.0192,32.0073,109.9107,71.9627,77.0674,249.8625,1.2963,0.8896,0,21,1165173917.4129,39.6187,1165173910.5000,36.7500,11.0000,5.0000,462,53,433,1,12
