GRB        MVA
170817     0.804018
E264842    1.489210
E264930    1.270540
E265282    1.709230
E266096    1.431440
E269364    1.181380
E269496    1.087750
E269667    0.923372
E272290    0.800936
E272325    0.830705
E273104    0.644961
E273131    0.968192
E277236    1.389200
E278027    0.963138
E278188    0.658040
