GRB        MVA
170817     0.848745
E264842    1.686750
E264930    1.296210
E265282    1.705620
E266096    1.448070
E269364    1.282570
E269496    1.268960
E269667    0.950760
E272290    0.870666
E272325    0.905071
E273104    0.647145
E273131    0.988005
E277236    1.391300
E278027    0.973599
E278188    0.660986
