GRB        X-pipeline
E264930    0.939793
E264842    0.965715
E265282    1.111780
E266096    1.111770
E269364    0.927320
E269496    0.889502
E269667    0.730321
E272290    0.582708
E272325    0.641746
E273104    0.485057
E273131    0.812494
E277236    1.406920
E278027    0.801292
E278188    0.548730
