significance,loghbayesiancirc,standard,circenergy,circinc,circnullenergy,circnullinc,powerlaw,energyitf1,energyitf2,skypositiontheta,skypositionphi,jobNumber,nPixels,peakTime,peakFrequency,minTime,minFreq,deltaTime,deltaFreq,injIdx,triggerIdx,uniqIdx,filename,injscale
24.8307, 24.8307, 183.3926, 94.4720, 84.9551, 88.9206, 98.4375, 21.7018, 165.2117, 18.1809, 1.4403, 0.6211, 0, 15, 1165173837.5041, 187.7523, 1165173832.5000, 186.2500, 13.0000, 4.0000, 27, 33, 771, 1, 14
21.3677, 21.3677, 156.6490, 76.9333, 68.1715, 79.7157, 88.4775, 12.4128, 144.1926, 12.4563, 1.3907, 0.7089, 0, 12, 1165173837.3873, 187.6588, 1165173832.5000, 186.2500, 12.0000, 3.0000, 28, 28, 772, 1, 14
21.8327, 21.8327, 170.4489, 82.6065, 73.9088, 87.8423, 96.5401, 12.4642, 155.8382, 14.6106, 1.3907, 0.7089, 0, 14, 1165173837.6451, 187.6376, 1165173832.5000, 186.2500, 13.0000, 3.0000, 31, 32, 773, 1, 14
23.1623, 23.1623, 181.6776, 88.8261, 79.7552, 92.8515, 101.9224, 20.0964, 162.7114, 18.9662, 1.3907, 0.7089, 0, 15, 1165173837.3941, 187.6541, 1165173832.5000, 186.2500, 13.0000, 3.0000, 32, 31, 774, 1, 14
19.5565, 19.5565, 111.0178, 62.6092, 50.1264, 48.4086, 60.8913, 6.4659, 105.0411, 5.9767, 1.3907, 0.7089, 0, 7, 1165173837.0619, 163.3385, 1165173834.5000, 162.2500, 7.0000, 3.0000, 33, 38, 775, 1, 14
135.4261, 135.4261, 388.3729, 368.1142, 232.6402, 20.2587, 155.7327, 129.0034, 102.5375, 285.8354, 1.2963, 0.8896, 0, 24, 1165173724.2785, 110.3429, 1165173723.7500, 101.5000, 1.5000, 18.0000, 36, 5, 776, 1, 14
24.1711, 24.1711, 193.5522, 95.1188, 89.9158, 98.4335, 103.6364, 24.9877, 170.7933, 22.7589, 1.4403, 0.6211, 0, 16, 1165173837.2702, 187.7652, 1165173832.5000, 186.2500, 13.0000, 4.0000, 37, 27, 777, 1, 14
19.6475, 19.6475, 110.3541, 62.8478, 50.4921, 47.5063, 59.8619, 3.7592, 104.5213, 5.8328, 1.3907, 0.7089, 0, 7, 1165173837.0472, 163.3320, 1165173834.5000, 162.2500, 7.0000, 3.0000, 40, 32, 778, 1, 14
22.3059, 22.3059, 164.2253, 84.0905, 75.8683, 80.1348, 88.3570, 14.8555, 150.9443, 13.2809, 1.4403, 0.6211, 0, 13, 1165173837.7818, 187.6165, 1165173832.5000, 186.2500, 13.0000, 3.0000, 42, 27, 779, 1, 14
13301.3442, 13301.3442, 28939.4962, 27930.4095, 15837.9273, 1009.0867, 13101.5689, 434.7587, 10386.1106, 18553.3856, 1.2963, 0.8896, 0, 209, 1165173729.5608, 150.1254, 1165173710.5000, 138.2500, 40.0000, 25.0000, 45, 5, 780, 1, 14
197.1063, 197.1063, 482.7721, 456.3449, 267.9304, 26.4271, 214.8417, 183.9253, 153.6833, 329.0888, 1.2521, 0.9833, 0, 14, 1165173730.2742, 175.4395, 1165173730.2578, 48.0000, 0.0469, 224.0000, 46, 7, 781, 1, 14
144.3919, 144.3919, 332.7336, 323.3004, 191.0732, 9.4332, 141.6605, 127.5393, 100.9362, 231.7974, 1.2963, 0.8896, 0, 7, 1165173735.1226, 116.0324, 1165173735.1133, 32.0000, 0.0234, 192.0000, 52, 7, 782, 1, 14
21.7258, 21.7258, 161.3765, 82.6749, 74.5871, 78.7017, 86.7894, 14.3166, 148.4542, 12.9224, 1.4403, 0.6211, 0, 13, 1165173837.8054, 187.6170, 1165173832.5000, 186.2500, 13.0000, 3.0000, 55, 27, 783, 1, 14
19.2726, 19.2726, 74.3677, 65.7692, 53.1813, 8.5986, 21.1865, 18.1772, 7.2900, 67.0778, 1.3426, 0.7983, 0, 7, 1165173737.4555, 51.8643, 1165173737.4297, 16.0000, 0.0469, 96.0000, 60, 7, 784, 1, 14
22.1801, 22.1801, 163.5821, 83.7573, 75.5021, 79.8248, 88.0799, 10.3745, 150.4389, 13.1432, 1.4403, 0.6211, 0, 13, 1165173837.7812, 187.6125, 1165173832.5000, 186.2500, 13.0000, 3.0000, 62, 36, 785, 1, 14
159.3115, 159.3115, 474.0015, 440.2897, 256.8908, 33.7118, 217.1107, 187.2436, 150.6370, 323.3646, 1.2963, 0.8896, 0, 30, 1165173738.3831, 290.6099, 1165173738.1250, 275.0000, 0.5000, 36.0000, 63, 7, 786, 1, 14
216.2090, 216.2090, 515.9955, 488.9100, 279.5397, 27.0856, 236.4558, 203.4482, 188.3963, 327.5993, 1.3426, 0.7983, 0, 12, 1165173739.2396, 135.3944, 1165173739.1797, 48.0000, 0.0781, 192.0000, 64, 8, 787, 1, 14
24.1350, 24.1350, 193.4066, 95.0331, 89.8235, 98.3735, 103.5831, 24.9948, 170.6376, 22.7690, 1.4403, 0.6211, 0, 16, 1165173837.2720, 187.7652, 1165173832.5000, 186.2500, 13.0000, 4.0000, 66, 27, 788, 1, 14
19.9302, 19.9302, 110.9018, 63.5476, 51.4118, 47.3542, 59.4900, 3.8609, 105.2980, 5.6038, 1.3907, 0.7089, 0, 7, 1165173837.0646, 163.3405, 1165173834.5000, 162.2500, 7.0000, 3.0000, 73, 33, 789, 1, 14
19.3254, 19.3254, 64.6682, 58.9850, 43.3304, 5.6832, 21.3378, 22.4266, 13.7924, 50.8759, 1.2963, 0.8896, 0, 6, 1165173747.1044, 40.1464, 1165173747.0469, 24.0000, 0.1250, 32.0000, 77, 9, 790, 1, 14
28540.7826, 28540.7826, 61755.8795, 58752.8154, 33172.7366, 3003.0641, 28583.1429, 373.4369, 22809.2485, 38946.6310, 1.3426, 0.7983, 0, 252, 1165173746.7877, 149.9878, 1165173727.5000, 137.2500, 40.0000, 27.5000, 78, 6, 791, 1, 14
97.1373, 97.1373, 236.9876, 222.5546, 121.2029, 14.4331, 115.7847, 109.1929, 91.3053, 145.6823, 1.3426, 0.7983, 0, 6, 1165173748.4077, 488.5927, 1165173748.3438, 476.0000, 0.1250, 24.0000, 81, 10, 792, 1, 14
24.1740, 24.1740, 193.4285, 95.1186, 89.9003, 98.3098, 103.5281, 24.9875, 170.7276, 22.7009, 1.4403, 0.6211, 0, 16, 1165173837.2708, 187.7651, 1165173832.5000, 186.2500, 13.0000, 4.0000, 86, 26, 793, 1, 14
20.6843, 20.6843, 120.9876, 67.5011, 54.5727, 53.4865, 66.4149, 3.9840, 115.0040, 5.9835, 1.3907, 0.7089, 0, 8, 1165173837.1145, 163.4092, 1165173834.5000, 162.2500, 7.0000, 3.0000, 91, 27, 794, 1, 14
22.3640, 22.3640, 163.6394, 84.2325, 76.2630, 79.4069, 87.3765, 14.5832, 150.7514, 12.8881, 1.4403, 0.6211, 0, 13, 1165173837.7774, 187.6226, 1165173832.5000, 186.2500, 13.0000, 3.0000, 93, 24, 795, 1, 14
21.6158, 21.6158, 127.6572, 71.9112, 57.7804, 55.7459, 69.8768, 5.5841, 120.8151, 6.8420, 1.3907, 0.7089, 0, 9, 1165173836.9924, 163.3572, 1165173834.5000, 162.2500, 7.0000, 3.0000, 96, 26, 796, 1, 14
409.1830, 409.1830, 1000.3363, 946.4507, 501.9557, 53.8855, 498.3806, 348.5095, 518.9354, 481.4009, 1.3426, 0.7983, 0, 28, 1165173755.7316, 282.5025, 1165173752.7500, 272.5000, 3.5000, 17.0000, 98, 10, 797, 1, 14
42495.8490, 42495.8490, 89115.9107, 86898.0213, 48094.7786, 2217.8894, 41021.1321, 353.7268, 35392.3122, 53723.5985, 1.2521, 0.9833, 0, 282, 1165173755.5012, 150.0350, 1165173736.5000, 136.7500, 40.0000, 28.0000, 99, 7, 798, 1, 14
20.4566, 20.4566, 119.8777, 66.9959, 54.2248, 52.8817, 65.6528, 3.9453, 113.9870, 5.8906, 1.3907, 0.7089, 0, 8, 1165173837.1180, 163.4102, 1165173834.5000, 162.2500, 7.0000, 3.0000, 102, 26, 799, 1, 14
24.8144, 24.8144, 182.1028, 94.4231, 84.8208, 87.6797, 97.2820, 20.4687, 164.0126, 18.0902, 1.4403, 0.6211, 0, 15, 1165173837.5010, 187.7450, 1165173832.5000, 186.2500, 13.0000, 4.0000, 107, 25, 800, 1, 14
20.2791, 20.2791, 113.2265, 64.2953, 51.6861, 48.9313, 61.5404, 2.6817, 107.2866, 5.9399, 1.3907, 0.7089, 0, 7, 1165173837.0599, 163.3379, 1165173834.5000, 162.2500, 7.0000, 3.0000, 110, 27, 801, 1, 14
17399.2693, 17399.2693, 36823.3106, 36232.3447, 20264.5002, 590.9659, 16558.8104, 400.5017, 12884.2786, 23939.0320, 1.2963, 0.8896, 0, 223, 1165173768.5216, 149.9924, 1165173747.5000, 137.7500, 42.0000, 26.0000, 115, 8, 802, 1, 14
21.7531, 21.7531, 161.7166, 82.7955, 74.6143, 78.9211, 87.1022, 13.6005, 148.5197, 13.1968, 1.4403, 0.6211, 0, 13, 1165173837.7697, 187.6169, 1165173832.5000, 186.2500, 13.0000, 3.0000, 118, 25, 803, 1, 14
24.2586, 24.2586, 194.0793, 95.3359, 90.1052, 98.7434, 103.9741, 25.0580, 171.2630, 22.8163, 1.4403, 0.6211, 0, 16, 1165173837.2655, 187.7653, 1165173832.5000, 186.2500, 13.0000, 4.0000, 122, 31, 804, 1, 14
21.5175, 21.5175, 168.5762, 81.8359, 73.2812, 86.7403, 95.2950, 10.8632, 154.0733, 14.5029, 1.3907, 0.7089, 0, 14, 1165173837.6443, 187.6337, 1165173832.5000, 186.2500, 13.0000, 3.0000, 123, 33, 805, 1, 14
24.8345, 24.8345, 183.1062, 94.4819, 85.0404, 88.6243, 98.0657, 21.1954, 164.9945, 18.1116, 1.4403, 0.6211, 0, 15, 1165173837.5073, 187.7526, 1165173832.5000, 186.2500, 13.0000, 4.0000, 124, 31, 806, 1, 14
20.3512, 20.3512, 113.1580, 64.4830, 51.9952, 48.6750, 61.1627, 3.5787, 107.2834, 5.8745, 1.3907, 0.7089, 0, 7, 1165173837.0474, 163.3340, 1165173834.5000, 162.2500, 7.0000, 3.0000, 127, 34, 807, 1, 14
24.9956, 24.9956, 183.2722, 94.8290, 85.3307, 88.4432, 97.9416, 20.1387, 165.2971, 17.9751, 1.4403, 0.6211, 0, 15, 1165173837.5054, 187.7515, 1165173832.5000, 186.2500, 13.0000, 4.0000, 130, 31, 808, 1, 14
24.1832, 24.1832, 193.6092, 95.1472, 89.9425, 98.4620, 103.6667, 25.0029, 170.8415, 22.7677, 1.4403, 0.6211, 0, 16, 1165173837.2702, 187.7652, 1165173832.5000, 186.2500, 13.0000, 4.0000, 136, 31, 809, 1, 14
22.3041, 22.3041, 163.0972, 84.0931, 76.1573, 79.0041, 86.9399, 9.6809, 150.2671, 12.8301, 1.4403, 0.6211, 0, 13, 1165173837.7767, 187.6204, 1165173832.5000, 186.2500, 13.0000, 3.0000, 138, 32, 810, 1, 14
21.3363, 21.3363, 157.1924, 76.9292, 68.0317, 80.2632, 89.1607, 11.4431, 144.7073, 12.4851, 1.3907, 0.7089, 0, 12, 1165173837.3983, 187.6516, 1165173832.5000, 186.2500, 12.0000, 3.0000, 140, 27, 811, 1, 14
22.5125, 22.5125, 165.7202, 84.5910, 76.3622, 81.1292, 89.3580, 14.3996, 152.4056, 13.3146, 1.4403, 0.6211, 0, 13, 1165173837.7627, 187.6181, 1165173832.5000, 186.2500, 13.0000, 3.0000, 145, 25, 812, 1, 14
24.1623, 24.1623, 193.5079, 95.0983, 89.8960, 98.4096, 103.6119, 24.9922, 170.7508, 22.7571, 1.4403, 0.6211, 0, 16, 1165173837.2699, 187.7649, 1165173832.5000, 186.2500, 13.0000, 4.0000, 148, 30, 813, 1, 14
21.4571, 21.4571, 156.5604, 77.1815, 68.4198, 79.3790, 88.1407, 13.8179, 144.1024, 12.4580, 1.3907, 0.7089, 0, 12, 1165173837.3859, 187.6472, 1165173832.5000, 186.2500, 12.0000, 3.0000, 150, 24, 814, 1, 14
20.9175, 20.9175, 157.3110, 82.9318, 70.9100, 74.3791, 86.4010, 19.7604, 141.8507, 15.4603, 1.4403, 0.6211, 0, 14, 1165173837.3378, 187.6376, 1165173834.7500, 184.5000, 6.5000, 5.0000, 158, 27, 815, 1, 14
77.8638, 77.8638, 200.7876, 195.6385, 121.8757, 5.1491, 78.9119, 84.7421, 57.2021, 143.5855, 1.3426, 0.7983, 0, 9, 1165173786.0795, 58.8123, 1165173786.0469, 24.0000, 0.0625, 80.0000, 162, 15, 816, 1, 14
21.7394, 21.7394, 127.7303, 72.1749, 57.9812, 55.5554, 69.7491, 5.6053, 120.8541, 6.8762, 1.3907, 0.7089, 0, 9, 1165173836.9904, 163.3548, 1165173834.5000, 162.2500, 7.0000, 3.0000, 164, 32, 817, 1, 14
19.9070, 19.9070, 111.7275, 63.4729, 51.0383, 48.2546, 60.6892, 2.3859, 105.8696, 5.8579, 1.3907, 0.7089, 0, 7, 1165173837.0653, 163.3402, 1165173834.5000, 162.2500, 7.0000, 3.0000, 168, 29, 818, 1, 14
23.6121, 23.6121, 177.0662, 91.5187, 82.1789, 85.5475, 94.8873, 17.6558, 159.4457, 17.6206, 1.4403, 0.6211, 0, 15, 1165173837.5347, 187.7494, 1165173832.5000, 186.2500, 13.0000, 4.0000, 181, 27, 819, 1, 14
24.2456, 24.2456, 193.5156, 95.2733, 89.9668, 98.2423, 103.5488, 23.9341, 170.9830, 22.5326, 1.4403, 0.6211, 0, 16, 1165173837.2913, 187.7585, 1165173832.5000, 186.2500, 13.0000, 4.0000, 183, 23, 820, 1, 14
23.9709, 23.9709, 193.0345, 94.6668, 89.4868, 98.3677, 103.5477, 24.7194, 170.3115, 22.7230, 1.4403, 0.6211, 0, 16, 1165173837.2618, 187.7644, 1165173832.5000, 186.2500, 13.0000, 4.0000, 187, 27, 821, 1, 14
24.1600, 24.1600, 193.5433, 95.0962, 89.8916, 98.4471, 103.6517, 25.0110, 170.7579, 22.7855, 1.4403, 0.6211, 0, 16, 1165173837.2684, 187.7653, 1165173832.5000, 186.2500, 13.0000, 4.0000, 191, 25, 822, 1, 14
22.8023, 22.8023, 165.7746, 85.2568, 77.1111, 80.5178, 88.6635, 13.7647, 152.6067, 13.1678, 1.4403, 0.6211, 0, 13, 1165173837.7556, 187.6188, 1165173832.5000, 186.2500, 13.0000, 3.0000, 197, 26, 823, 1, 14
35.7873, 35.7873, 118.1204, 103.8608, 59.7517, 14.2596, 58.3687, 51.2204, 53.1656, 64.9548, 1.3907, 0.7089, 0, 8, 1165173808.0384, 411.3293, 1165173807.1250, 407.0000, 1.2500, 8.0000, 198, 20, 824, 1, 14
24.1848, 24.1848, 193.6172, 95.1510, 89.9462, 98.4663, 103.6710, 25.0027, 170.8507, 22.7666, 1.4403, 0.6211, 0, 16, 1165173837.2702, 187.7652, 1165173832.5000, 186.2500, 13.0000, 4.0000, 203, 31, 825, 1, 14
24.2157, 24.2157, 193.6604, 95.2396, 90.0706, 98.4208, 103.5898, 25.1369, 170.8729, 22.7876, 1.4403, 0.6211, 0, 16, 1165173837.2692, 187.7652, 1165173832.5000, 186.2500, 13.0000, 4.0000, 206, 31, 826, 1, 14
19.2740, 19.2740, 141.9217, 72.3023, 62.5408, 69.6194, 79.3809, 19.2397, 108.8776, 33.0441, 1.4403, 0.6211, 0, 11, 1165173840.5486, 142.3612, 1165173833.5000, 140.2500, 12.0000, 4.5000, 207, 30, 827, 1, 14
24.1809, 24.1809, 193.5967, 95.1418, 89.9371, 98.4549, 103.6597, 25.0032, 170.8275, 22.7692, 1.4403, 0.6211, 0, 16, 1165173837.2702, 187.7652, 1165173832.5000, 186.2500, 13.0000, 4.0000, 234, 31, 828, 1, 14
15301.6393, 15301.6393, 33996.1339, 33070.7410, 18586.6090, 925.3929, 15409.5249, 659.4101, 11646.0427, 22350.0911, 1.3426, 0.7983, 0, 455, 1165173837.8654, 141.9617, 1165173766.5000, 121.2500, 147.0000, 42.5000, 247, 23, 829, 1, 14
40.3505, 40.3505, 118.6073, 109.3287, 83.7808, 9.2786, 34.8265, 33.0565, 15.4687, 103.1387, 1.3426, 0.7983, 0, 7, 1165173854.4708, 45.0712, 1165173854.4062, 28.0000, 0.1250, 32.0000, 281, 35, 830, 1, 14
57456.0887, 57456.0887, 121036.2204, 117344.2210, 66858.2919, 3691.9994, 54177.9285, 21087.2794, 41539.0181, 79497.2023, 1.2963, 0.8896, 0, 355, 1165173858.5003, 151.4282, 1165173852.7500, 103.5000, 11.5000, 151.0000, 290, 45, 831, 1, 14
24.1818, 24.1818, 193.6033, 95.1439, 89.9394, 98.4594, 103.6639, 25.0018, 170.8372, 22.7661, 1.4403, 0.6211, 0, 16, 1165173837.2702, 187.7652, 1165173832.5000, 186.2500, 13.0000, 4.0000, 295, 31, 832, 1, 14
32414.5009, 32414.5009, 68880.6369, 67006.6000, 38454.1127, 1874.0369, 30426.5242, 12906.4117, 22476.6395, 46403.9974, 1.2963, 0.8896, 0, 333, 1165173861.4759, 150.5795, 1165173855.7500, 104.5000, 13.0000, 149.0000, 297, 46, 833, 1, 14
63.3172, 63.3172, 150.9493, 145.5750, 81.6088, 5.3743, 69.3405, 60.0080, 61.7330, 89.2163, 1.2107, 1.0797, 0, 4, 1165173864.9084, 148.0650, 1165173864.9043, 64.0000, 0.0078, 256.0000, 301, 36, 834, 1, 14
61062.2561, 61062.2561, 126807.9020, 125886.2615, 70513.4688, 921.6405, 56294.4332, 5543.9450, 44565.6844, 82242.2176, 1.2521, 0.9833, 0, 573, 1165173865.2708, 151.5580, 1165173859.5000, 105.2500, 12.0000, 148.0000, 302, 47, 835, 1, 14
15.4996, 15.4996, 47.7592, 42.6170, 31.1479, 5.1423, 16.6113, 11.3093, 7.2128, 40.5465, 1.3907, 0.7089, 0, 3, 1165173781.0480, 26.8530, 1165173779.5000, 26.2500, 4.0000, 2.0000, 306, 25, 836, 1, 14
24.0890, 24.0890, 193.2367, 94.9265, 89.7107, 98.3102, 103.5260, 25.0611, 170.4415, 22.7952, 1.4403, 0.6211, 0, 16, 1165173837.2745, 187.7653, 1165173832.5000, 186.2500, 13.0000, 4.0000, 308, 34, 837, 1, 14
240.6436, 240.6436, 566.4911, 549.1773, 304.8419, 17.3137, 261.6491, 228.1284, 218.8221, 347.6690, 1.2521, 0.9833, 0, 15, 1165173879.6951, 153.9263, 1165173879.6797, 16.0000, 0.0312, 256.0000, 323, 40, 838, 1, 14
23.3746, 23.3746, 178.3403, 91.0349, 81.7711, 87.3054, 96.5691, 12.5669, 160.3185, 18.0218, 1.4403, 0.6211, 0, 15, 1165173837.5225, 187.7581, 1165173832.5000, 186.2500, 13.0000, 4.0000, 340, 36, 839, 1, 14
146.5951, 146.5951, 378.6433, 358.1784, 199.5770, 20.4649, 179.0663, 163.0344, 124.0175, 254.6258, 1.2963, 0.8896, 0, 15, 1165173892.4137, 261.4494, 1165173892.3438, 228.0000, 0.1250, 64.0000, 344, 41, 840, 1, 14
25.9929, 25.9929, 64.4455, 60.6905, 34.6090, 3.7550, 29.8365, 5.8573, 24.2973, 40.1482, 1.3426, 0.7983, 0, 2, 1165173922.9862, 128.0000, 1165173922.9785, 64.0000, 0.0156, 128.0000, 349, 56, 841, 1, 14
19.7973, 19.7973, 111.0632, 63.2133, 50.8475, 47.8500, 60.2157, 3.7706, 105.2497, 5.8136, 1.3907, 0.7089, 0, 7, 1165173837.0572, 163.3358, 1165173834.5000, 162.2500, 7.0000, 3.0000, 353, 43, 842, 1, 14
28.1705, 28.1705, 96.4682, 85.0844, 56.6097, 11.3838, 39.8585, 39.1457, 32.1587, 64.3095, 1.3907, 0.7089, 0, 8, 1165173898.4085, 43.4954, 1165173898.3438, 28.0000, 0.1250, 32.0000, 356, 46, 843, 1, 14
53.9126, 53.9126, 140.5665, 131.9707, 81.2200, 8.5958, 59.3465, 20.3807, 42.2497, 98.3168, 1.2521, 0.9833, 0, 6, 1165173922.9771, 128.0000, 1165173922.9629, 64.0000, 0.0312, 128.0000, 366, 56, 844, 1, 14
24.1799, 24.1799, 193.5932, 95.1393, 89.9351, 98.4539, 103.6581, 25.0010, 170.8276, 22.7656, 1.4403, 0.6211, 0, 16, 1165173837.2702, 187.7652, 1165173832.5000, 186.2500, 13.0000, 4.0000, 369, 31, 845, 1, 14
24.1798, 24.1798, 193.5934, 95.1391, 89.9351, 98.4543, 103.6583, 25.0011, 170.8275, 22.7659, 1.4403, 0.6211, 0, 16, 1165173837.2702, 187.7652, 1165173832.5000, 186.2500, 13.0000, 4.0000, 372, 31, 846, 1, 14
24.7333, 24.7333, 181.8771, 94.1969, 84.9195, 87.6801, 96.9576, 15.6576, 164.0453, 17.8317, 1.4403, 0.6211, 0, 15, 1165173837.5050, 187.7538, 1165173832.5000, 186.2500, 13.0000, 4.0000, 373, 35, 847, 1, 14
49.4651, 49.4651, 130.7854, 123.9350, 71.6277, 6.8504, 59.1578, 48.1667, 50.9868, 79.7987, 1.3426, 0.7983, 0, 6, 1165173908.6806, 60.5978, 1165173908.5625, 54.0000, 0.2500, 12.0000, 377, 50, 848, 1, 14
75.6298, 75.6298, 187.2683, 177.4279, 114.6785, 9.8405, 72.5898, 76.5330, 49.9212, 137.3472, 1.2963, 0.8896, 0, 6, 1165173909.0181, 69.1354, 1165173908.9531, 24.0000, 0.1250, 64.0000, 380, 50, 849, 1, 14
24.1670, 24.1670, 193.5572, 95.1066, 89.9085, 98.4506, 103.6488, 25.0149, 170.7970, 22.7602, 1.4403, 0.6211, 0, 16, 1165173837.2703, 187.7652, 1165173832.5000, 186.2500, 13.0000, 4.0000, 381, 37, 850, 1, 14
16.1618, 16.1618, 52.9320, 47.9791, 37.8674, 4.9529, 15.0646, 13.2451, 8.4038, 44.5283, 1.2521, 0.9833, 0, 5, 1165173807.2860, 26.4083, 1165173804.5000, 25.7500, 6.0000, 1.0000, 387, 32, 851, 1, 14
356.0614, 356.0614, 841.5340, 798.2645, 429.7920, 43.2695, 411.7420, 383.8539, 366.6986, 474.8354, 1.2963, 0.8896, 0, 18, 1165173914.8349, 234.3554, 1165173914.7812, 196.0000, 0.1250, 80.0000, 389, 53, 852, 1, 14
20.8067, 20.8067, 65.7069, 62.9866, 49.5005, 2.7203, 16.2064, 15.6706, 11.0840, 54.6229, 1.3426, 0.7983, 0, 6, 1165173833.5633, 24.8915, 1165173830.5000, 24.2500, 6.0000, 1.5000, 391, 43, 853, 1, 14
24.1816, 24.1816, 193.6007, 95.1434, 89.9388, 98.4573, 103.6620, 25.0028, 170.8326, 22.7682, 1.4403, 0.6211, 0, 16, 1165173837.2702, 187.7652, 1165173832.5000, 186.2500, 13.0000, 4.0000, 394, 31, 854, 1, 14
18.1160, 18.1160, 64.6154, 54.5858, 30.2467, 10.0296, 34.3688, 24.6090, 35.7796, 28.8358, 1.3426, 0.7983, 0, 5, 1165173921.4394, 33.2336, 1165173921.3125, 26.0000, 0.2500, 12.0000, 396, 55, 855, 1, 14
24.1810, 24.1810, 193.5996, 95.1419, 89.9377, 98.4576, 103.6619, 25.0007, 170.8352, 22.7644, 1.4403, 0.6211, 0, 16, 1165173837.2702, 187.7652, 1165173832.5000, 186.2500, 13.0000, 4.0000, 397, 31, 856, 1, 14
2262.1243, 2262.1243, 5465.1982, 5205.5842, 3727.8536, 259.6140, 1737.3446, 1056.5039, 1115.1379, 4350.0604, 1.2521, 0.9833, 0, 152, 1165173920.0894, 46.2641, 1165173912.0625, 26.0000, 10.7500, 40.0000, 401, 55, 857, 1, 14
23.5892, 23.5892, 191.8941, 93.7577, 88.5551, 98.1364, 103.3390, 20.9888, 169.1251, 22.7690, 1.4403, 0.6211, 0, 16, 1165173837.2647, 187.7616, 1165173832.5000, 186.2500, 13.0000, 4.0000, 402, 35, 858, 1, 14
24.1786, 24.1786, 193.5731, 95.1360, 89.9337, 98.4371, 103.6395, 25.0017, 170.8090, 22.7641, 1.4403, 0.6211, 0, 16, 1165173837.2702, 187.7652, 1165173832.5000, 186.2500, 13.0000, 4.0000, 405, 39, 859, 1, 14
24.1769, 24.1769, 193.5656, 95.1322, 89.9285, 98.4334, 103.6371, 25.0028, 170.7954, 22.7702, 1.4403, 0.6211, 0, 16, 1165173837.2701, 187.7652, 1165173832.5000, 186.2500, 13.0000, 4.0000, 407, 38, 860, 1, 14
24.1805, 24.1805, 193.5959, 95.1408, 89.9369, 98.4552, 103.6590, 24.9998, 170.8321, 22.7638, 1.4403, 0.6211, 0, 16, 1165173837.2702, 187.7652, 1165173832.5000, 186.2500, 13.0000, 4.0000, 411, 31, 861, 1, 14
24.1827, 24.1827, 193.6066, 95.1460, 89.9413, 98.4606, 103.6653, 25.0027, 170.8392, 22.7674, 1.4403, 0.6211, 0, 16, 1165173837.2702, 187.7652, 1165173832.5000, 186.2500, 13.0000, 4.0000, 412, 31, 862, 1, 14
151.8959, 151.8959, 366.9767, 346.4509, 184.0148, 20.5258, 182.9619, 176.5832, 179.7006, 187.2761, 1.3426, 0.7820, 0, 9, 1165173933.1438, 360.3178, 1165173933.1367, 160.0000, 0.0156, 320.0000, 415, 61, 863, 1, 14
24.1677, 24.1677, 193.5459, 95.1109, 89.9101, 98.4350, 103.6358, 25.0057, 170.7598, 22.7861, 1.4403, 0.6211, 0, 16, 1165173837.2702, 187.7651, 1165173832.5000, 186.2500, 13.0000, 4.0000, 418, 38, 864, 1, 14
75102.9535, 75102.9535, 154262.8894, 152777.0450, 77351.5524, 1485.8444, 76911.3370, 29607.5564, 72705.3533, 81557.5360, 1.4403, 0.6048, 0, 362, 1165173933.8472, 149.7384, 1165173929.3750, 97.0000, 10.0000, 170.0000, 420, 60, 865, 1, 14
108951.8466, 108951.8466, 233990.7928, 220797.8058, 120259.4026, 13192.9870, 113731.3902, 39736.1870, 100686.8997, 133303.8931, 1.2963, 0.8733, 0, 394, 1165173933.9677, 149.5983, 1165173929.6250, 97.0000, 10.0000, 182.0000, 421, 60, 866, 1, 14
20.0319, 20.0319, 111.8719, 63.7160, 51.3080, 48.1559, 60.5638, 2.3756, 106.0578, 5.8140, 1.3907, 0.7089, 0, 7, 1165173837.0641, 163.3395, 1165173834.5000, 162.2500, 7.0000, 3.0000, 426, 38, 867, 1, 14
24.1828, 24.1828, 193.6068, 95.1461, 89.9415, 98.4607, 103.6653, 25.0027, 170.8394, 22.7674, 1.4403, 0.6211, 0, 16, 1165173837.2702, 187.7652, 1165173832.5000, 186.2500, 13.0000, 4.0000, 430, 31, 868, 1, 14
21.0897, 21.0897, 125.9397, 70.7048, 56.6575, 55.2349, 69.2822, 8.9451, 119.0537, 6.8859, 1.3907, 0.7089, 0, 9, 1165173837.0032, 163.3616, 1165173834.5000, 162.2500, 7.0000, 3.0000, 431, 42, 869, 1, 14
122.9747, 122.9747, 369.2278, 318.4423, 208.7207, 50.7855, 160.5070, 70.5412, 120.2435, 248.9842, 1.2521, 0.9670, 0, 18, 1165173943.0370, 86.9656, 1165173941.5000, 85.2500, 9.0000, 3.5000, 435, 61, 870, 1, 14
24.5881, 24.5881, 195.1010, 96.0961, 90.8880, 99.0050, 104.2131, 25.0020, 172.3332, 22.7679, 1.4403, 0.6211, 0, 16, 1165173837.2656, 187.7622, 1165173832.5000, 186.2500, 13.0000, 4.0000, 438, 39, 871, 1, 14
21.2945, 21.2945, 126.5023, 71.1840, 57.1004, 55.3183, 69.4019, 5.4803, 119.6472, 6.8551, 1.3907, 0.7089, 0, 9, 1165173837.0027, 163.3613, 1165173834.5000, 162.2500, 7.0000, 3.0000, 440, 41, 872, 1, 14
