GRB        MVA
170817     0.534306
E264842    0.778640
E264930    0.781720
E265282    0.947985
E266096    0.919448
E269364    0.815690
E269496    0.803807
E269667    0.608902
E272290    0.550413
E272325    0.551350
E273104    0.424909
E273131    0.723649
E277236    0.874800
E278027    0.706021
E278188    0.494495
